Document_ID,Document_Name,Document_Type,Category,Sub_Category,Source,Source_URL,File_Path,File_Size_MB,Page_Count,Date_Published,Date_Acquired,Date_Processed,Processing_Status,Language,Contains_Tables,Contains_Images,Confidentiality,Retention_Period,Owner,Quality_Score,Final_Decision,Final_Selection_Rationale,Supporting_Factors,Notes
CAND_C6DD9F27F1,CAND_C6DD9F27F1_eis-0551-venture-global-cp2-lng-vol-1-2023-07-01.pdf,PDF,Supply Chain Evidence,Supplier and Tiering,www.energy.gov,https://www.energy.gov/sites/default/files/2024-03/eis-0551-venture-global-cp2-lng-vol-1-2023-07-01.pdf,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_C6DD9F27F1_eis-0551-venture-global-cp2-lng-vol-1-2023-07-01.pdf,16.82,675,D:20230727201459-05'00',2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,56.79,Review,Final decision=review. high credibility. direct GNEM use-case fit. page-linked evidence available,"source=www.energy.gov; subtopic=supplier_tiering; hybrid=44.49; credibility=83.71; direct_usecase_pct=82.7; metadata=77.52; evidence_pages=2, 1, 338; capacities=20 million; 28.0 MTPA; 4.4 billion; 10 billion; 75 million",Strong enough evidence and ranking signals to keep for manual review even without a strict shortlist pass. Credibility=83.71 Hybrid=44.49 CopyStatus=copied
CAND_F06376F88B,CAND_F06376F88B_friendshoring-lithium-ion-battery-supply-chain-battery-cell-manufacturing.html,HTML,Policy and Localization,Incentives and Localization,www.csis.org,https://www.csis.org/analysis/friendshoring-lithium-ion-battery-supply-chain-battery-cell-manufacturing,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_F06376F88B_friendshoring-lithium-ion-battery-supply-chain-battery-cell-manufacturing.html,0.15,,"June 6, 2024",2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,56.37,Review,Final decision=review. high credibility. direct GNEM use-case fit,source=www.csis.org; subtopic=policy_localization; hybrid=47.02; credibility=76.47; direct_usecase_pct=91.8; metadata=85.94; capacities=14.4 million; 40 million; 7.2 million; 650 million; 865 million; 0.8 million; 1.3 million; 000 tons,Strong enough evidence and ranking signals to keep for manual review even without a strict shortlist pass. Credibility=76.47 Hybrid=47.02 CopyStatus=copied
CAND_0116545609,CAND_0116545609_Perpetually_Pushing_Ahead_-_Georgia_Trend_Magazine.html,HTML,Policy and Localization,Incentives and Localization,www.georgiatrend.com,https://www.georgiatrend.com/2021/10/31/perpetually-pushing-ahead,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_0116545609_Perpetually_Pushing_Ahead_-_Georgia_Trend_Magazine.html,0.17,,2021-10-31T19:54:09+00:00,2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,56.34,Review,Final decision=review. acceptable credibility. direct GNEM use-case fit,source=www.georgiatrend.com; subtopic=policy_localization; hybrid=51.63; credibility=73.44; direct_usecase_pct=91.0; metadata=76.47; capacities=5 million; 205 million; 525 million; 40 million; 1 million; 6 million; 220 million; 2 million; 47 million; 706 million,Passed shortlist thresholds but missed one or more LLM judge thresholds. Credibility=73.44 Hybrid=51.63 CopyStatus=copied
CAND_9A835F3448,CAND_9A835F3448_logistics_fact_sheets_statewide.pdf,PDF,Infrastructure and Risk,Logistics and Risk,georgia.org,https://georgia.org/sites/default/files/2022-09/logistics_fact_sheets_statewide.pdf,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_9A835F3448_logistics_fact_sheets_statewide.pdf,2.11,4,D:20220915102016-04'00',2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,56.29,Review,Final decision=review. high credibility. direct GNEM use-case fit. page-linked evidence available,"source=georgia.org; subtopic=logistics_risk; hybrid=48.3; credibility=81.66; direct_usecase_pct=82.1; metadata=81.09; evidence_pages=3, 4; capacities=190 million; 900 million; 83.4 billion; selected_as_best_near_duplicate_version",Strong enough evidence and ranking signals to keep for manual review even without a strict shortlist pass. Credibility=81.66 Hybrid=48.3 CopyStatus=copied
CAND_00611B6E30,CAND_00611B6E30_ID-255-%E2%80%93-Battery-jobs_working-paper_final_2.pdf,PDF,Supply Chain Evidence,Supplier and Tiering,theicct.org,https://theicct.org/wp-content/uploads/2024/12/ID-255-%E2%80%93-Battery-jobs_working-paper_final.pdf,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_00611B6E30_ID-255-%E2%80%93-Battery-jobs_working-paper_final_2.pdf,1.35,34,D:20250108095709-05'00',2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,56.23,Review,Final decision=review. high credibility. direct GNEM use-case fit. page-linked evidence available,"source=theicct.org; subtopic=supplier_tiering; hybrid=47.41; credibility=79.26; direct_usecase_pct=87.6; metadata=82.41; evidence_pages=2, 1, 18; capacities=400 million; 800 million; 000 tons; 590 million; 435 million; 714 million; 000 tons per year; 96 billion",Strong enough evidence and ranking signals to keep for manual review even without a strict shortlist pass. Credibility=79.26 Hybrid=47.41 CopyStatus=copied
CAND_6E02A101C7,CAND_6E02A101C7_Georgia_Ports_Secures_$120_Million_in_Federal_Grants_for_Rail...html,HTML,Policy and Localization,Incentives and Localization,www.globaltrademag.com,https://www.globaltrademag.com/georgia-ports-secures-120-million-in-federal-grants-for-rail-and-electrification-projects,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_6E02A101C7_Georgia_Ports_Secures_$120_Million_in_Federal_Grants_for_Rail...html,0.26,,2024-12-05T10:00:48+00:00,2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,55.73,Review,Final decision=review. acceptable credibility. direct GNEM use-case fit,source=www.globaltrademag.com; subtopic=policy_localization; hybrid=49.97; credibility=72.87; direct_usecase_pct=92.6; metadata=83.85; capacities=120 Million; 26.5 million; 49.8 million; 88.2 million; 48.7 million; 000 tonnes; 250 tonnes; 5.4 million; 29 million; 27,Strong enough evidence and ranking signals to keep for manual review even without a strict shortlist pass. Credibility=72.87 Hybrid=49.97 CopyStatus=copied
CAND_CB5B88CA48,CAND_CB5B88CA48_SRW-IRA-Report-Final.pdf,PDF,Policy and Localization,Incentives and Localization,www.warnock.senate.gov,https://www.warnock.senate.gov/wp-content/uploads/2025/05/SRW-IRA-Report-Final.pdf,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_CB5B88CA48_SRW-IRA-Report-Final.pdf,1.54,23,D:20250509175941-04'00',2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,55.7,Review,Final decision=review. high credibility. direct GNEM use-case fit. page-linked evidence available,"source=www.warnock.senate.gov; subtopic=policy_localization; hybrid=42.19; credibility=83.71; direct_usecase_pct=83.7; metadata=90.42; evidence_pages=12, 2; capacities=28 billion; 2.6 billion; 323 million; 5.5 Billion",Strong enough evidence and ranking signals to keep for manual review even without a strict shortlist pass. Credibility=83.71 Hybrid=42.19 CopyStatus=copied
CAND_6086387DC6,CAND_6086387DC6_20250712_Phase-2-Report_EN.pdf,PDF,Supply Chain Evidence,Facilities and Capacity,www.energytransitionpartnership.org,https://www.energytransitionpartnership.org/wp-content/uploads/2025/08/20250712_Phase-2-Report_EN.pdf,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_6086387DC6_20250712_Phase-2-Report_EN.pdf,3.41,122,D:20250712111522+07'00',2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,55.64,Review,Final decision=review. high credibility. direct GNEM use-case fit. page-linked evidence available,source=www.energytransitionpartnership.org; subtopic=who_where_scale; hybrid=48.2; credibility=80.22; direct_usecase_pct=73.1; metadata=91.84; evidence_pages=2; capacities=5.39 billion; 4.22 billion; 3.28 billion; 46.9 GWh; 000 MWh; 425 MWh; 486 MWh; 1.55 million; 500 GWh; 3.7 million; 10.77,Strong enough evidence and ranking signals to keep for manual review even without a strict shortlist pass. Credibility=80.22 Hybrid=48.2 CopyStatus=copied
CAND_FBEBF8BD02,CAND_FBEBF8BD02_Chapter2_Georgia_Freight_Economy.pdf,PDF,Infrastructure and Risk,Logistics and Risk,www.dot.ga.gov,https://www.dot.ga.gov/InvestSmart/Freight/GeorgiaFreight/Chapter2_Georgia_Freight_Economy.pdf,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_FBEBF8BD02_Chapter2_Georgia_Freight_Economy.pdf,6.99,112,D:20230518141304-04'00',2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,55.44,Review,Final decision=review. high credibility. direct GNEM use-case fit. page-linked evidence available,"source=www.dot.ga.gov; subtopic=logistics_risk; hybrid=42.69; credibility=82.94; direct_usecase_pct=84.0; metadata=87.33; evidence_pages=2, 1; capacities=100 million; 900 million; 600 million; 4.3 million; selected_as_best_near_duplicate_version",Strong enough evidence and ranking signals to keep for manual review even without a strict shortlist pass. Credibility=82.94 Hybrid=42.69 CopyStatus=copied
CAND_513B1BCFEF,CAND_513B1BCFEF_electric-vehicle-battery-manufacturing-in-the-great-lakes-region.html,HTML,Supply Chain Evidence,Facilities and Capacity,rmi.org,https://rmi.org/electric-vehicle-battery-manufacturing-in-the-great-lakes-region,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_513B1BCFEF_electric-vehicle-battery-manufacturing-in-the-great-lakes-region.html,0.14,,2023-09-26T10:00:31+00:00,2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,55.29,Review,Final decision=review. acceptable credibility. direct GNEM use-case fit,source=rmi.org; subtopic=who_where_scale; hybrid=52.3; credibility=72.39; direct_usecase_pct=76.8; metadata=82.26; capacities=17.1 billion; 6 billion; 10 million; 5 billion; 133 billion; 9.2 billion; 2 million; 2.5 million,Passed shortlist thresholds but missed one or more LLM judge thresholds. Credibility=72.39 Hybrid=52.3 CopyStatus=copied
CAND_B6E49D4D34,CAND_B6E49D4D34_Georgia_Ports_On_the_World_Stage_-_Georgia_Trend_Magazine.html,HTML,Infrastructure and Risk,Logistics and Risk,www.georgiatrend.com,https://www.georgiatrend.com/2024/10/31/georgia-ports-on-the-world-stage,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_B6E49D4D34_Georgia_Ports_On_the_World_Stage_-_Georgia_Trend_Magazine.html,0.16,,2024-10-31T19:58:35+00:00,2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,55.25,Review,Final decision=review. acceptable credibility. direct GNEM use-case fit,source=www.georgiatrend.com; subtopic=logistics_risk; hybrid=54.19; credibility=68.12; direct_usecase_pct=89.4; metadata=80.34; capacities=1.4 million; 260 million; 1.9 billion; 1.5 million; 2 million; 7 million; 12 million; 29 million; 127 million; 33 billio,Passed shortlist thresholds but missed one or more LLM judge thresholds. Credibility=68.12 Hybrid=54.19 CopyStatus=copied
CAND_2BA710409B,CAND_2BA710409B_Georgia_is_plugged_in_to_electric_transportation_Select_Georgia.html,HTML,Policy and Localization,Incentives and Localization,www.selectgeorgia.com,https://www.selectgeorgia.com/blog/electric-transportation,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_2BA710409B_Georgia_is_plugged_in_to_electric_transportation_Select_Georgia.html,0.11,,2021-06-11T10:05:23.725791-04:00,2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,55.2,Review,Final decision=review. acceptable credibility. direct GNEM use-case fit,source=www.selectgeorgia.com; subtopic=policy_localization; hybrid=49.2; credibility=73.83; direct_usecase_pct=88.1; metadata=84.42; capacities=8.5 million; 116 million; 1.9 million; 13 million; 5 billion; 2.6 billion; 6 million,Strong enough evidence and ranking signals to keep for manual review even without a strict shortlist pass. Credibility=73.83 Hybrid=49.2 CopyStatus=copied
CAND_76366F29EB,CAND_76366F29EB_ex99-1.htm,HTML,Supply Chain Evidence,Facilities and Capacity,www.sec.gov,https://www.sec.gov/Archives/edgar/data/1576873/000149315224050634/ex99-1.htm,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_76366F29EB_ex99-1.htm,0.02,,"December 18, 2024",2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,55.09,Review,Final decision=review. high credibility. direct GNEM use-case fit,source=www.sec.gov; subtopic=who_where_scale; hybrid=44.11; credibility=80.62; direct_usecase_pct=76.7; metadata=95.18; capacities=144 Million; 000 tonnes; selected_as_best_near_duplicate_version,Strong enough evidence and ranking signals to keep for manual review even without a strict shortlist pass. Credibility=80.62 Hybrid=44.11 CopyStatus=copied
CAND_96745E1FBA,CAND_96745E1FBA_mcs2025.pdf,PDF,Supply Chain Evidence,Facilities and Capacity,pubs.usgs.gov,https://pubs.usgs.gov/periodicals/mcs2025/mcs2025.pdf,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_96745E1FBA_mcs2025.pdf,9.95,216,D:20250130184538-05'00',2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,55.08,Review,Final decision=review. high credibility. direct GNEM use-case fit. page-linked evidence available,"source=pubs.usgs.gov; subtopic=who_where_scale; hybrid=44.98; credibility=83.71; direct_usecase_pct=71.9; metadata=77.02; evidence_pages=2, 109; capacities=10.6 billion; 5.8 billion; 4.8 billion; 106 billion; 48 billion; 26 billion; 8 billion; 18 billion; 900 billion; 178 bil",Insufficient grounded supply-chain evidence or too much generic/news/marketing noise. Promoted to review to meet the large-run curated recall band after clearing secondary quality checks. Credibility=83.71 Hybrid=44.98 CopyStatus=copied
CAND_6EC8D62B2C,CAND_6EC8D62B2C_Distribution_Centers_Space_Warehousing_Savannah_GA_Port.html,HTML,Policy and Localization,Incentives and Localization,seda.org,https://seda.org/industries/logistics-distribution,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_6EC8D62B2C_Distribution_Centers_Space_Warehousing_Savannah_GA_Port.html,0.13,,2026-02-03T19:49:20+00:00,2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,54.98,Review,Final decision=review. high credibility. direct GNEM use-case fit,source=seda.org; subtopic=policy_localization; hybrid=50.31; credibility=76.33; direct_usecase_pct=84.6; metadata=85.76; capacities=165 million; 9.5 million,Passed shortlist thresholds but missed one or more LLM judge thresholds. Credibility=76.33 Hybrid=50.31 CopyStatus=copied
CAND_B3479BD148,CAND_B3479BD148_shifting-port-networks-and-warehousing-to-savannah-ga.html,HTML,Supply Chain Evidence,Supplier and Tiering,www.porter-logistics.com,https://www.porter-logistics.com/blog/shifting-port-networks-and-warehousing-to-savannah-ga,/home/sm11926/Downloads/Ev_Crawler_Automation/Tavily_ev-automation-main/outputs/pipeline_runs/batch_000_499/final_docs/review/CAND_B3479BD148_shifting-port-networks-and-warehousing-to-savannah-ga.html,0.15,,2026-02-02T23:05:16+00:00,2026-03-25,2026-03-25,Curated-Review,Unknown,Unknown,Unknown,Public,TBD,GNEM Research Pipeline,54.93,Review,Final decision=review. acceptable credibility. direct GNEM use-case fit,source=www.porter-logistics.com; subtopic=supplier_tiering; hybrid=52.83; credibility=67.44; direct_usecase_pct=91.1; metadata=79.96; capacities=4.5 billion; 159 million; 4.9 million,Passed shortlist thresholds but missed one or more LLM judge thresholds. Credibility=67.44 Hybrid=52.83 CopyStatus=copied
