Chunk_ID,Document_ID,Category,Entity_Type,Entity_Name,Chunk_Type,Char_Count,Token_Estimate,Embedding_Model,Embedding_Dimension,Created_Date,Last_Updated,Version,Status,Quality_Score,Retrieval_Count,Avg_Relevance_Score,Notes,Chunk_Text
CAND_B256B3B485_CHUNK_02,CAND_B256B3B485,Infrastructure and Risk,Facet,"policy, incentives, and localization",segment 1,1192,180,hashing_bow,512,2026-03-25,2026-03-25,1,Review,49.71,0,49.71,"facet=policy, incentives, and localization Company is set to break ground on a greenfield site that will handle imported fresh produce and perishables out of the Port of Savannah Lineage opens Phase 1 of a temperature-controlled warehouse that provides additional capacity for import","Company is set to break ground on a greenfield site that will handle imported fresh produce and perishables out of the Port of Savannah Lineage opens Phase 1 of a temperature-controlled warehouse that provides additional capacity for imported and exported frozen and refrigerated product Novi, MI – December 14, 2021 – Lineage, LLC (or the “Company”), the world’s largest and most innovative temperature-controlled industrial REIT and logistics solutions provider, today announced the strategic expansion of its facility network near the major port in Savannah, Georgia. “It’s a pleasure to see Lineage continue to invest in Georgia,” said Governor Brian P. Kemp. “Hardworking Georgians and our top-notch training programs like Georgia Quick Start continue to give companies the confidence they need to expand by showing them that Georgia’s workforce is not only skilled, but up to the task.” “Savannah is the fastest growing port and largest single container terminal in North America. Lineage’s new facilities in this high-demand location will provide additional capacity and value-added services in a critical market for our customers,” said Greg Lehmkuhl, Lineage’s President and CEO. “We"
CAND_B256B3B485_CHUNK_03,CAND_B256B3B485,Infrastructure and Risk,Facet,"policy, incentives, and localization",segment 1,1185,180,hashing_bow,512,2026-03-25,2026-03-25,1,Review,48.74,0,48.74,"facet=policy, incentives, and localization the task.” “Savannah is the fastest growing port and largest single container terminal in North America. Lineage’s new facilities in this high-demand location will provide additional capacity and value-added services in a critical market fo","the task.” “Savannah is the fastest growing port and largest single container terminal in North America. Lineage’s new facilities in this high-demand location will provide additional capacity and value-added services in a critical market for our customers,” said Greg Lehmkuhl, Lineage’s President and CEO. “We are constantly looking for ways to maximize and further streamline Lineage’s total supply chain, and our meaningful growth in Savannah will offer customers increased access to faster, more reliable distribution opportunities to markets across the Southeast.” Today, Lineage announced its plans to break ground on a next-generation facility near the Port of Savannah to handle fresh produce and perishable imports. The Company will invest $62 million in the new building, which, upon completion, will create 65 new jobs in Chatham County’s Port Wentworth, in addition to nearly 100 jobs required for the project’s construction. Operating as a cross-dock, in which product enters one side of the building and exits the other side via truck on the same day, the facility will also provide fumigation, packaging and other value-added services for customers to move fresh product"
CAND_B256B3B485_CHUNK_04,CAND_B256B3B485,Infrastructure and Risk,Facet,"policy, incentives, and localization",segment 2,1278,176,hashing_bow,512,2026-03-25,2026-03-25,1,Review,46.3,0,46.3,"facet=policy, incentives, and localization Ports Authority has led to their past success and laid the groundwork for their future growth in Savannah,” said Savannah Economic Development Authority President and CEO Trip Tollison. Combined, the newly announced facilities expand Lineag","Ports Authority has led to their past success and laid the groundwork for their future growth in Savannah,” said Savannah Economic Development Authority President and CEO Trip Tollison. Combined, the newly announced facilities expand Lineage’s presence in the market by more than 500,000 square feet of capacity. In total, the Company’s network will span four facilities in Savannah with twelve facilities across the State of Georgia. Media Contacts : Lineage Megan Hendricksen 949.247.5172 mhendricksen@onelineage.com About Lineage Lineage is the world’s largest temperature-controlled industrial REIT and logistics solutions provider. It has a global network of over 400 strategically located facilities totaling over 2 billion cubic feet of capacity which spans 19 countries across North America, Europe and Asia-Pacific. Lineage’s industry-leading expertise in end-to-end logistical solutions, its unrivaled real estate network, and development and deployment of innovative technology help increase distribution efficiency, advance sustainability, minimize supply chain waste, and most importantly, as a Visionary Partner of Feeding America, help feed the world. In recognition of the company’s leading innovations and sustainability initiatives, Lineage was listed as No. 1"
CAND_B256B3B485_CHUNK_05,CAND_B256B3B485,Infrastructure and Risk,Facet,"policy, incentives, and localization",segment 1,412,66,hashing_bow,512,2026-03-25,2026-03-25,1,Review,41.46,0,41.46,"facet=policy, incentives, and localization for the project’s construction. Operating as a cross-dock, in which product enters one side of the building and exits the other side via truck on the same day, the facility will also provide fumigation, packaging and other value-added servi","for the project’s construction. Operating as a cross-dock, in which product enters one side of the building and exits the other side via truck on the same day, the facility will also provide fumigation, packaging and other value-added services for customers to move fresh product efficiently to markets across the Southeast. Construction is expected to be complete by the end of 2022. In addition, Lineage announ"
CAND_05B096ACEC_CHUNK_01,CAND_05B096ACEC,Policy and Localization,Facet,"policy, incentives, and localization",page 15,1155,180,hashing_bow,512,2026-03-25,2026-03-25,1,Review,48.23,0,48.23,"page=15 facet=policy, incentives, and localization National Guard, a portion of SK Innovation’s employees will be Georgia veterans in support of the “Work for Warriors” Program.9 Ascend Elements is anticipated to invest $43 million in opening a commercial scale lithium-ion battery recycling","National Guard, a portion of SK Innovation’s employees will be Georgia veterans in support of the “Work for Warriors” Program.9 Ascend Elements is anticipated to invest $43 million in opening a commercial scale lithium-ion battery recycling plant. The company will recycle critical battery materials at a 98 percent recovery rate, then supply the viable materials back to the supply chain for continuous battery manufacturing. Located in Covington, Georgia, this facility will be the largest of its kind in the U.S. and is set to be fully operational by the end of 2022.10 Other lithium-ion battery recyclers, such as SungEel Recycling Park Georgia LLC, are locating to Georgia. The Korea-based global company is investing $37 million to open its first U.S. battery recycling facility. The facility will be in Stephens County and provide 100 new job opportunities.11 As more EVs fill the roads, there is an increased need for charging infrastructure. There are more than 1,500 public charging stations located in the state, with 3,770 individual outlets.6 The new National Electric Vehicle Infrastructure (NEVI) funds, awarded to the Georgia Department of"
CAND_05B096ACEC_CHUNK_02,CAND_05B096ACEC,Policy and Localization,Facet,"policy, incentives, and localization",page 15,1119,180,hashing_bow,512,2026-03-25,2026-03-25,1,Review,42.09,0,42.09,"page=15 facet=policy, incentives, and localization GEORGIA ENVIRONMENTAL FINANCE AUTHORITY 15 Rivian Inc. (Rivian), an EV producer, is expanding to Georgia, with a $5 billion investment in the production of its electric adventure vehicle. The manufacturing facility will be located on a 2,00","GEORGIA ENVIRONMENTAL FINANCE AUTHORITY 15 Rivian Inc. (Rivian), an EV producer, is expanding to Georgia, with a $5 billion investment in the production of its electric adventure vehicle. The manufacturing facility will be located on a 2,000-acre megasite in Morgan and Walton Counties. The facility construction is expected to begin summer of 2022, with a goal for commercial production beginning in 2025. The new facility is expected to produce 400,000 vehicles annually and to employ more than 7,000 workers. The facility will also serve as a Rivian research center to support future ventures.6 The Hyundai Motor Company is building its first fully dedicated EV and battery manufacturing facility in Georgia. The facility will be located on a megasite in Bryan County and will be the first of its kind in the U.S. With Hyundai’s initial investment of $5.54 billion, the facility is expected to generate another $1 billion in outside investments and create more than 8,000 new jobs. The facility is scheduled to begin construction in January 2023 and expected to be fully operational in 2025. The vehicle factory will"
CAND_05B096ACEC_CHUNK_03,CAND_05B096ACEC,Policy and Localization,Facet,"policy, incentives, and localization",page 15,1161,180,hashing_bow,512,2026-03-25,2026-03-25,1,Review,40.77,0,40.77,"page=15 facet=policy, incentives, and localization investment of $5.54 billion, the facility is expected to generate another $1 billion in outside investments and create more than 8,000 new jobs. The facility is scheduled to begin construction in January 2023 and expected to be fully operat","investment of $5.54 billion, the facility is expected to generate another $1 billion in outside investments and create more than 8,000 new jobs. The facility is scheduled to begin construction in January 2023 and expected to be fully operational in 2025. The vehicle factory will be capable of producing an annual capacity of 300,000 units over a wide range of models.7 SK Innovation is a global leader in developing and manufacturing lithium-ion batteries for EVs. SK Innovation is building its second EV battery manufacturing facility in Jackson County, Georgia, a $1.67 billion investment. When both facilities are in operation, SK Innovation will be capable of producing batteries for 310,000 EVs annually. Completion of the second facility is expected by 2023.8 The new facility will employ more than 2,600 new employees. In partnership with the Georgia National Guard, a portion of SK Innovation’s employees will be Georgia veterans in support of the “Work for Warriors” Program.9 Ascend Elements is anticipated to invest $43 million in opening a commercial scale lithium-ion battery recycling plant. The company will recycle critical battery materials at"
CAND_5F0002B474_CHUNK_01,CAND_5F0002B474,Policy and Localization,Facet,"policy, incentives, and localization",page 1,1237,180,hashing_bow,512,2026-03-25,2026-03-25,1,Review,52.58,0,52.58,"page=1 facet=policy, incentives, and localization customers, all of which operate facilities in the Southeast. The selected location must benefit from nearby logistical arteries, easy recruitment of qualified technical talent, and community involvement that could support its specific manuf","customers, all of which operate facilities in the Southeast. The selected location must benefit from nearby logistical arteries, easy recruitment of qualified technical talent, and community involvement that could support its specific manufacturing operations. After narrowing down the search to three locations in the Southeast, Georgia closed the deal with a set of valuable incentives, an ideal geographic location, and a community willing and eager to support all of the manufacturer’s logistical, operational, legal and workforce training needs. SOLutION voestalpine initially considered sites with existing buildings in order to begin immediate production. However, nothing met the size requirements of the operation’s equipment and machinery. They were then introduced to the GRAD (Georgia Ready for Accelerated Development) and greenfield certified site at the Highland 75 campus in Bartow County, Georgia. “We reviewed more than 10 sites in two days, and the Georgia Department of Economic Development worked closely with us the entire step of the way to ensure we found the perfect location,” Georgia.org Company: voestalpine Stamptec Inc. Manufacturing Facility type: 220 | $62 million Jobs & Investment: • Customized training"
CAND_5F0002B474_CHUNK_02,CAND_5F0002B474,Policy and Localization,Facet,"policy, incentives, and localization",page 2,1226,180,hashing_bow,512,2026-03-25,2026-03-25,1,Review,51.51,0,51.51,"page=2 facet=policy, incentives, and localization Georgia Department of Economic Development | 75 Fifth Street, NW | Suite 1200 | Atlanta, GA 30308 | +1.404.962.4000 Grow smarter and faster using industry experts and statewide resources for business relocation and expansion. Contact our te","Georgia Department of Economic Development | 75 Fifth Street, NW | Suite 1200 | Atlanta, GA 30308 | +1.404.962.4000 Grow smarter and faster using industry experts and statewide resources for business relocation and expansion. Contact our team by visiting Georgia.org/GlobalCommerce. Georgia.org CASE Study voestalpine said Philipp Schulz, president, voestalpine Automotive Body Parts Inc. “The fact that the site was ready for construction saved us considerable time and money.” With voestalpine’s goal of minimal initial investment to get production moving, the state and the county worked to remove several hurdles, and offered numerous incentives to close the deal on the 15-acre site – allowing the company to build a 200,000-square-foot customized space. The local and state Departments of Economic Development provided land discounts, due diligence, tax abatements and other incentives totaling more than $3.8 million. Further, the county approved a temporary Certificate of Occupancy a full three months ahead of the official closing of the property, allowing voestalpine to meet initial production deadlines. Another crucial component to landing the deal in Georgia was the ability to recruit and provide a technically"
CAND_5F0002B474_CHUNK_03,CAND_5F0002B474,Policy and Localization,Facet,"policy, incentives, and localization",page 1,1184,180,hashing_bow,512,2026-03-25,2026-03-25,1,Review,49.01,0,49.01,"page=1 facet=policy, incentives, and localization in two days, and the Georgia Department of Economic Development worked closely with us the entire step of the way to ensure we found the perfect location,” Georgia.org Company: voestalpine Stamptec Inc. Manufacturing Facility type: 220 | $6","in two days, and the Georgia Department of Economic Development worked closely with us the entire step of the way to ensure we found the perfect location,” Georgia.org Company: voestalpine Stamptec Inc. Manufacturing Facility type: 220 | $62 million Jobs & Investment: • Customized training assistance at no cost through Quick Start, the nation’s top ranked workforce training program • Equidistant geographical location to the company’s prime European customers with operations in North America. • Immediate development of a shovel-ready and greenfield certified location • Low corporate taxes and industry experts with a proven history of supporting the automotive industry What Georgia Provides voestalpine: • Localized incentive package and support, from the state and Bartow County • Fast track permitting and temporary Certificate of Occupancy, allowing access to the site a full three months prior to official closing of the real estate • 100% Free Port inventory tax exemption from Bartow County. • Discounted price of land, tax abatements and other incentives valued at over $3.8M • Partnership with Bartow County College & Career Academy to develop technical skills training"
CAND_5F0002B474_CHUNK_04,CAND_5F0002B474,Policy and Localization,Facet,"policy, incentives, and localization",page 2,1209,180,hashing_bow,512,2026-03-25,2026-03-25,1,Review,48.71,0,48.71,"page=2 facet=policy, incentives, and localization the county approved a temporary Certificate of Occupancy a full three months ahead of the official closing of the property, allowing voestalpine to meet initial production deadlines. Another crucial component to landing the deal in Georgia","the county approved a temporary Certificate of Occupancy a full three months ahead of the official closing of the property, allowing voestalpine to meet initial production deadlines. Another crucial component to landing the deal in Georgia was the ability to recruit and provide a technically qualified workforce through Georgia’s Quick Start Program. Aligned with the T echnical College System of Georgia, Quick Start completed an extensive on-site study at voestalpine’s headquarters facility in Austria to provide free, customized and advanced training for prospective U.S. workers. RESuL tS The company found the right combination of incentives and continual support from the local and state governments. With the temporary Certificate of Occupancy, voestalpine brought the first machine into the facility in July of 2013, meeting stringent customer deadlines. The company was fully operational with the official Certificate of Occupancy in November 2013. As the anchor tenant in the Highland 75 development in Bartow County, voestalpine will efficiently reach key U.S. customers in the Southeast through convenient access to Interstate 75, and remain globally connected with ease of access to the Port of"
CAND_5F0002B474_CHUNK_05,CAND_5F0002B474,Policy and Localization,Facet,"policy, incentives, and localization",page 1,1224,180,hashing_bow,512,2026-03-25,2026-03-25,1,Review,47.85,0,47.85,"page=1 facet=policy, incentives, and localization Bartow County, Georgia Fulfills Location & Logistical Needs for European Automotive Supplier, voestalpine CASE Study dRIVER In order to better reach its international clients, automotive parts manufacturer voestalpine began the search in 20","Bartow County, Georgia Fulfills Location & Logistical Needs for European Automotive Supplier, voestalpine CASE Study dRIVER In order to better reach its international clients, automotive parts manufacturer voestalpine began the search in 2006 for a production site in the southeastern United States. As a key automotive market, a production facility in the southeast was a crucial component of the company’s successful globalization strategy. However, once the global economy took a downturn in 2007, the company suspended its search for a U.S. location. In 2011, voestalpine won several contracts from the U.S. branches of its European automotive customers, and the search for the company’s first U.S. facility began again in the Southeast. The selection process was targeted to a location equidistant, or within a certain range to be readily accessible for its three major European automotive customers, all of which operate facilities in the Southeast. The selected location must benefit from nearby logistical arteries, easy recruitment of qualified technical talent, and community involvement that could support its specific manufacturing operations. After narrowing down the search to three locations in the Southeast,"
CAND_4640FCAC80_CHUNK_01,CAND_4640FCAC80,Supply Chain Evidence,Facet,"policy, incentives, and localization",late,1231,180,hashing_bow,512,2026-03-25,2026-03-25,1,Review,47.7,0,47.7,"facet=policy, incentives, and localization S, Italy and South Korea. With a focus on engineering and tech enabled automotive solutions catering to the future of mobility, the company’s innovation efforts are focused to develop pioneering technologies that are sustainable as well as","S, Italy and South Korea. With a focus on engineering and tech enabled automotive solutions catering to the future of mobility, the company’s innovation efforts are focused to develop pioneering technologies that are sustainable as well as suited to evolving aspirations of the market and the customers. The company is pioneering India's Electric Vehicle (EV) transition and driving the shift towards sustainable mobility solutions by preparing a tailor-made product strategy, leveraging the synergy between the Group companies and playing an active role liasoning with the Government in developing the policy framework With operations in India, the UK, South Korea, Thailand, South Africa, and Indonesia, supported by a strong global network of 103 subsidiaries, 9 associate companies, 4 joint ventures and 2 joint operations as on March 31, 2021, Tata Motors’ commercial and passenger vehicles are marketed in countries, spread across Africa, Middle East, South & South East Asia, Australia, South America, Russia and other CIS countries. To know more, please visit ( www.tatamotors.com ; also follow us on Twitter: https://twitter.com/TataMotors ) Media Contact Information: Tata Motors Corporate Communications: +91 22-66657613"
CAND_4640FCAC80_CHUNK_02,CAND_4640FCAC80,Supply Chain Evidence,Facet,"policy, incentives, and localization",middle,1140,180,hashing_bow,512,2026-03-25,2026-03-25,1,Review,40.91,0,40.91,"facet=policy, incentives, and localization d external investors •Onboard like minded external investors to access capital, tap the global ecosystem and unlock value •External scrutiny will sharpen delivery focus Leverage existing PV investments to drive efficiencies1234 12 Transacti","d external investors •Onboard like minded external investors to access capital, tap the global ecosystem and unlock value •External scrutiny will sharpen delivery focus Leverage existing PV investments to drive efficiencies1234 12 Transaction structure Proposed structure and perimeter Tata Motors Limited (listed company) Tata Motors EV (EVCo) •EV product Focus •Build and own future IPs for EV •Catalyse creation of charging infrastructure Tata Motors PV (PVCo) •PV Product Focus •Own existing assets (IPs, Mfg., Brands, Network) •Toll Manufacturer for PV and EV Vehicles External Investors85-89%100%11-15%Pool CAFÉ credits 13 TPG Rise to invest $1B at a valuation of upto$9.1BProcess involved selective outreach to marquee investors •TPG Rise Climate to be the lead investor •TPG Rise Climate is a $7Bn fund with a focus on investing in companies that enable carbon reduction in a quantifiable way •ADQ to be a co-investor Key terms 14 FUNDING $1B equity funding • TPG Rise commitment of INR 7,500 Cr ($1 Bn) – 50% by March 22 post set-up of the EVCo – Balance 50% by Q3 2022 on achieving “Go Live” actions INSTRUMENT Convertibles linked"
CAND_4640FCAC80_CHUNK_03,CAND_4640FCAC80,Supply Chain Evidence,Facet,"policy, incentives, and localization",middle,1115,180,hashing_bow,512,2026-03-25,2026-03-25,1,Review,40.33,0,40.33,"facet=policy, incentives, and localization to be a co-investor Key terms 14 FUNDING $1B equity funding • TPG Rise commitment of INR 7,500 Cr ($1 Bn) – 50% by March 22 post set-up of the EVCo – Balance 50% by Q3 2022 on achieving “Go Live” actions INSTRUMENT Convertibles linked to lo","to be a co-investor Key terms 14 FUNDING $1B equity funding • TPG Rise commitment of INR 7,500 Cr ($1 Bn) – 50% by March 22 post set-up of the EVCo – Balance 50% by Q3 2022 on achieving “Go Live” actions INSTRUMENT Convertibles linked to long term performance • CCPS, compulsory convertible preference shares • Converts to ordinary equity shares in EVCo basis achieving revenue thresholds VALUATION Implied valuation of upto $9.1 Bn (post money) • Upto $9.1 Bn for a 11-15% stake The transaction is subject to conditions precedent and customary approvals. Project Helios – Winning Proactively in EV Additional Material Key to growth : Creating awareness and aspiration while bursting myths State of the art EV tech brand Ziptron launch Creating awareness & aspiration Building credibility by bursting myths An immersive drive experience of the Nexon EV 1st Electric 4 W to travel from Manali to Khardungla (Leh) #TheUltimateElectricTest to bust all myths Key to growth : Sharp customer segmentation and focus • Deliver differentiated value proposition & customer experience • Identification of focus cities basis: -"
CAND_C6DD9F27F1_CHUNK_01,CAND_C6DD9F27F1,Supply Chain Evidence,Facet,"policy, incentives, and localization",page 2,878,132,hashing_bow,512,2026-03-25,2026-03-25,1,Review,46.69,0,46.69,"page=2 facet=policy, incentives, and localization U.S. Department of Energy, U.S. Coast Guard, U.S. Department of Transportation’s Pipeline and Hazardous Materials Safety Administration, and National Marine Fisheries Service participated as cooperating agencies in the preparation of the EI","U.S. Department of Energy, U.S. Coast Guard, U.S. Department of Transportation’s Pipeline and Hazardous Materials Safety Administration, and National Marine Fisheries Service participated as cooperating agencies in the preparation of the EIS. Cooperating agencies have jurisdiction by law or special expertise with respect to resources potentially affected by the proposal and participate in the NEPA analysis. The U.S. Army Corps of Engineers New Orleans and Galveston Districts will adopt and use the EIS to consider compliance with Section 404 of the Clean Water Act of 1972, as amended and Section 10 of the Rivers and Harbors Act of 1899. Although the cooperating agencies provided input to the conclusions and recommendations presented in the EIS, the agencies will present their own conclusions and recommendations in their respective Records of Decision for the Project."
CAND_C6DD9F27F1_CHUNK_02,CAND_C6DD9F27F1,Supply Chain Evidence,Facet,"policy, incentives, and localization",page 1,1208,180,hashing_bow,512,2026-03-25,2026-03-25,1,Review,45.81,0,45.81,"page=1 facet=policy, incentives, and localization (LNG) facilities in Cameron Parish, Louisiana and certain pipeline facilities in Cameron and Calcasieu Parishes, Louisiana and Jasper and Newton Counties, Texas. CP2 LNG states that the purpose of the proposed project is to liquefy, store,","(LNG) facilities in Cameron Parish, Louisiana and certain pipeline facilities in Cameron and Calcasieu Parishes, Louisiana and Jasper and Newton Counties, Texas. CP2 LNG states that the purpose of the proposed project is to liquefy, store, and export a nameplate liquefaction capacity of 20 million tonnes per annum (MTPA) of LNG, with approximately 28.0 MTPA capacity possible under optimal conditions, to overseas markets by ocean-going vessels. CP Express states that the purpose of the pipeline system (about 91 miles) is to create the firm transportation capacity needed to transport 4.4 billion cubic feet per day of feed gas required for the proposed LNG export operations from natural gas supply points in east Texas and southwest Louisiana to the Terminal Facilities. CP2 LNG and CP Express proposed impact avoidance, minimization, and mitigation measures and Commission staff recommend additional measures in this EIS. Commission staff conclude that construction and operation of the project would result in adverse environmental impacts. For most resources, impacts on the environment would be less than significant. Commission staff determined that construction and operation of the project would"
CAND_C6DD9F27F1_CHUNK_03,CAND_C6DD9F27F1,Supply Chain Evidence,Facet,"policy, incentives, and localization",page 338,1102,180,hashing_bow,512,2026-03-25,2026-03-25,1,Review,45.4,0,45.4,"page=338 facet=policy, incentives, and localization The two phases of the Project are estimated to cost over $10 billion. This amount includes labor costs, materials, and equipment costs. The average workforce for construction during each phase of the Terminal Facilities would be 1,600 worke","The two phases of the Project are estimated to cost over $10 billion. This amount includes labor costs, materials, and equipment costs. The average workforce for construction during each phase of the Terminal Facilities would be 1,600 workers, with an average of 3,200 workers during construction overlap of Phase 1 and 2. The average annual salaries would be in line with those in the oil and gas sector, which would be higher than the Cameron Parish average annual wage of $28,358. The duration of Terminal Facilities construction during Phase 1 is an estimated 35 months. Therefore, construction labor expense would amount to hundreds of millions of dollars and would further generate income taxes at the state level. Additionally, a portion of the construction payroll would be spent locally by both local and non -local workers for the purchase of housing, food, gasoline, and entertainment, which would generate sales tax. An estimated 40 to 60 percent of each construction employee’s income would be spent locally. The local sales tax rate in the study area ranges from 4.45 to 6.25 percent. The"
CAND_F06376F88B_CHUNK_01,CAND_F06376F88B,Policy and Localization,Facet,"policy, incentives, and localization",first,1243,180,hashing_bow,512,2026-03-25,2026-03-25,1,Review,51.2,0,51.2,"facet=policy, incentives, and localization Friendshoring the Lithium-Ion Battery Supply Chain: Battery Cell Manufacturing Photo: LISI NIESNER/POOL/AFP via Getty Images Report by William Alan Reinsch , Meredith Broadbent , Thibault Denamiel, and Elias Shammas Published June 6, 2024 D","Friendshoring the Lithium-Ion Battery Supply Chain: Battery Cell Manufacturing Photo: LISI NIESNER/POOL/AFP via Getty Images Report by William Alan Reinsch , Meredith Broadbent , Thibault Denamiel, and Elias Shammas Published June 6, 2024 Download the Full Report 223kb Introduction Nearshoring the lithium-ion battery supply chain requires substantial policy efforts at every stage. Upstream inputs, such as critical minerals sourcing and processing, are concentrated in a few nations. Although many more countries engage in midstream and downstream processing of critical resources, access to this end of the supply chain is becoming less secure for U.S. manufacturers because of uncertainty in the domestic and geopolitical spheres. Commensurate to the breadth of the challenges is the importance of overcoming them. An adequate, predictable supply of lithium-ion batteries, as well as the supply chain and raw materials, is essential to reaching green transition goals in the United States. These batteries power key products that enable a sustainable, large-scale switch away from fossil fuels essential to long-term environmental goals. Calls to accelerate the shift to renewables are accompanied by other goals and legislation that have"
CAND_F06376F88B_CHUNK_02,CAND_F06376F88B,Policy and Localization,Facet,"policy, incentives, and localization",late,1216,180,hashing_bow,512,2026-03-25,2026-03-25,1,Review,49.46,0,49.46,"facet=policy, incentives, and localization r domestic manufacturers from investing or commercializing products. In short, the United States is pursuing three goals: accelerating the transition to renewables; reshoring production capabilities in key sectors, which include several ite","r domestic manufacturers from investing or commercializing products. In short, the United States is pursuing three goals: accelerating the transition to renewables; reshoring production capabilities in key sectors, which include several items necessary to the green transition; and diversifying away from China in these critical areas. Policies that prioritize one of these goals get in the way of the other two. Finally, nearshoring and friendshoring considerations lead to questions of what it means to be “near” and a “friend.” In addition, lithium-ion batteries are the current bedrock of a transition to renewables, but there are numerous research projects underway aiming to find more efficient alternatives. The final paper of this series will discuss both of these issues, in addition to describing policy challenges surrounding the final stage of the lithium-ion battery supply chain—the assembly of battery cells into modules, packed and sold to manufacturers of various end products. William Reinsch holds the Scholl Chair in International Business at the Center for Strategic and International Studies (CSIS) in Washington, D.C. Meredith Broadbent is a senior adviser (non-resident) with the Scholl Chair"
CAND_F06376F88B_CHUNK_03,CAND_F06376F88B,Policy and Localization,Facet,"policy, incentives, and localization",first,1237,180,hashing_bow,512,2026-03-25,2026-03-25,1,Review,48.3,0,48.3,"facet=policy, incentives, and localization to reaching green transition goals in the United States. These batteries power key products that enable a sustainable, large-scale switch away from fossil fuels essential to long-term environmental goals. Calls to accelerate the shift to re","to reaching green transition goals in the United States. These batteries power key products that enable a sustainable, large-scale switch away from fossil fuels essential to long-term environmental goals. Calls to accelerate the shift to renewables are accompanied by other goals and legislation that have a significant impact on the direction of U.S. economic and trade policy. Recognizing China’s dominance over the supply of several goods critical to U.S. prosperity and security, policymakers say they intend to spur de-risking of these supply chains by diversifying import sources away from the People’s Republic of China (PRC), as well as creating redundancies to protect against potential unforeseen shocks such as pandemics. Policymakers’ de-risking agenda goes hand in hand with government measures designed to bring production of critical goods back to the United States. They perceive renewing U.S. domestic manufacturing capabilities as a geostrategic shield as well as the pathway to creating more profitable and equitable opportunities for workers. Congress and the administration under President Joe Biden have thus undertaken several policies to simultaneously tackle three objectives that will transform the landscape of"
CAND_0116545609_CHUNK_01,CAND_0116545609,Policy and Localization,Facet,"policy, incentives, and localization",segment 1,1188,180,hashing_bow,512,2026-03-25,2026-03-25,1,Review,48.65,0,48.65,"facet=policy, incentives, and localization Perpetually Pushing Ahead As the Georgia ports smash volume records, investments in future growth remain top priorities. October 31, 2021 Mary Ann DeMuth , Expansion and Enhancement: The Savannah port viewed from atop a ship-to-shore crane","Perpetually Pushing Ahead As the Georgia ports smash volume records, investments in future growth remain top priorities. October 31, 2021 Mary Ann DeMuth , Expansion and Enhancement: The Savannah port viewed from atop a ship-to-shore crane Credit: DaemonPictures.com Modern and massive, the Georgia ports run like well-oiled machines. Since the 1700s, the Savannah and Brunswick ports have played integral roles in international trade that continue to grow. But their historic past belies today’s future-oriented operations. With efficiency ever top of mind, the Georgia Ports Authority (GPA), which owns both facilities, is constantly improving the ways cargo comes in and goes out. That includes relatively small tweaks like configuring on-terminal roadway roundabouts so trucks carrying 40-foot containers don’t have to come to a complete stop until they reach dockside, and huge investments in the most advanced cranes and equipment to cut cargo loading and unloading times. Perhaps defying logic, the Georgia ports have had some of the busiest months ever during the COVID-19 pandemic, setting trade records several times in part because of the spike in e-commerce. In July, the Port"
CAND_0116545609_CHUNK_02,CAND_0116545609,Policy and Localization,Facet,"policy, incentives, and localization",segment 4,1026,180,hashing_bow,512,2026-03-25,2026-03-25,1,Review,48.52,0,48.52,"facet=policy, incentives, and localization Savannah port began the Mason Mega Rail project designed to increase the number of on-terminal working tracks to 18 for CSX and Norfolk Southern railroads. The $220 million project will be completed this year and will increase the port’s ca","Savannah port began the Mason Mega Rail project designed to increase the number of on-terminal working tracks to 18 for CSX and Norfolk Southern railroads. The $220 million project will be completed this year and will increase the port’s capabilities for loading and unloading trains to 2 million containers per year. “We can put on terminal eight or nine 10,000-foot-long trains at one time,” says Wooten. “When the containers are unloaded off the ship, we can take them directly from the dock over to the railyard and put them onto a train. And it can be out of Savannah going to a destination in 24 hours. That’s something very few other ports can do. We’ve got the newest and the best on- terminal rail in the country.” The Mason Mega Rail enables GPA to better serve customers in a region that now extends from Dallas to Memphis to Chicago and elsewhere in the Midwest. Trains from Savannah arrive in the Windy City in fewer than three days. Rail partners like Norfolk Southern will also be able to provide better service"
CAND_0116545609_CHUNK_03,CAND_0116545609,Policy and Localization,Facet,"policy, incentives, and localization",segment 1,1040,180,hashing_bow,512,2026-03-25,2026-03-25,1,Review,47.25,0,47.25,"facet=policy, incentives, and localization cranes and equipment to cut cargo loading and unloading times. Perhaps defying logic, the Georgia ports have had some of the busiest months ever during the COVID-19 pandemic, setting trade records several times in part because of the spike","cranes and equipment to cut cargo loading and unloading times. Perhaps defying logic, the Georgia ports have had some of the busiest months ever during the COVID-19 pandemic, setting trade records several times in part because of the spike in e-commerce. In July, the Port of Savannah handled 25% more twenty-foot equivalent containers (TEUs) than the previous year. Cars and machinery units at the Port of Brunswick were up 39% compared to July 2020. And Savannah’s Garden City Terminal became the first container terminal on the Southeast or Gulf coast to move more than 5 million TEUs in a fiscal year. GPA Board Chair Joel Wooten says the ports are experiencing volume now that they didn’t expect until 2025 or 2026. “Savannah has been the fastest growing port in the country but it’s been steady growth … fairly predictable,” he says. “And then in the past year, we had a 20% growth spurt, so we handled 900,000 more containers than we had projected. It’s a tribute to our staff and planning and employees that we were able to handle a"
